Time (µs), carbonic anhydrase A1 12:02:17 , carbonic anhydrase A2 12:05:51 , carbonic anhydrase A3 12:09:27 , carbonic anhydrase A4 12:13:00 , carbonic anhydrase A5 12:16:37 , carbonic anhydrase A1 12:20:14 , carbonic anhydrase A2 12:23:51 , carbonic anhydrase A3 12:27:25 , carbonic anhydrase A4 12:30:59 , carbonic anhydrase A5 12:34:33 , carbonic anhydrase A1 12:38:11 , carbonic anhydrase A2 12:41:47 , carbonic anhydrase A3 12:45:33 , carbonic anhydrase A4 12:49:12 , carbonic anhydrase A5 12:52:45 , carbonic anhydrase A1 12:56:24 , carbonic anhydrase A2 12:59:57 , carbonic anhydrase A3 13:03:36 , carbonic anhydrase A4 13:07:13 , carbonic anhydrase A5 13:10:48 , carbonic anhydrase A1 13:14:26 , carbonic anhydrase A2 13:18:21 , carbonic anhydrase A3 13:22:03 , carbonic anhydrase A4 13:25:48 , carbonic anhydrase A5 13:29:27 ,
4096,1.00096,1.00239,1.0019,1.00072,1.00228,1.0023,1.00309,1.00188,1.00127,1.00112,1.00178,1.0036,1.00041,1.00109,1.00304,1.00238,1.00333,1.00132,1.00125,1.00289,1.0009,1.00359,1.00238,1.00224,1.00207,
4300.8,1.00096,1.00241,1.00189,1.00068,1.0023,1.00228,1.00305,1.00186,1.00124,1.00116,1.00175,1.00358,1.00042,1.00109,1.00305,1.00239,1.00331,1.00139,1.00122,1.00282,1.00092,1.00358,1.00239,1.00225,1.00207,
4505.6,1.00096,1.0024,1.0019,1.00069,1.00232,1.00227,1.00302,1.00186,1.00124,1.00117,1.00175,1.00356,1.0004,1.00107,1.00305,1.00236,1.00326,1.00138,1.00122,1.00288,1.0009,1.00353,1.0024,1.00226,1.00206,
4710.4,1.00095,1.00236,1.00191,1.00068,1.00232,1.00226,1.00298,1.00185,1.00124,1.00111,1.00178,1.00354,1.00042,1.00108,1.00303,1.00236,1.00322,1.00136,1.00119,1.00281,1.00091,1.0035,1.00237,1.00223,1.00203,
4915.2,1.00094,1.00235,1.00192,1.00069,1.00229,1.00229,1.00297,1.00185,1.00125,1.00116,1.00172,1.00349,1.00039,1.00106,1.003,1.00234,1.00324,1.00137,1.00123,1.00277,1.00094,1.00349,1.00235,1.00224,1.00198,
5120,1.00093,1.00234,1.00192,1.00066,1.0023,1.00231,1.00297,1.00182,1.00123,1.0011,1.00168,1.00348,1.00041,1.00107,1.00302,1.00234,1.0032,1.00133,1.00122,1.00279,1.00093,1.0035,1.00235,1.00222,1.00196,
5324.8,1.00093,1.00234,1.00191,1.00065,1.00234,1.00227,1.00294,1.00185,1.00121,1.0011,1.00168,1.0035,1.0004,1.00106,1.00295,1.00229,1.00317,1.00134,1.00122,1.00275,1.00091,1.0035,1.00233,1.00222,1.002,
5529.6,1.00092,1.0023,1.00189,1.00068,1.00233,1.00229,1.00297,1.00182,1.00123,1.00109,1.00173,1.00345,1.00041,1.00109,1.00297,1.00234,1.00313,1.00136,1.00123,1.00274,1.00093,1.00346,1.00235,1.00219,1.00199,
5734.4,1.00094,1.00226,1.00186,1.00068,1.00232,1.00229,1.00296,1.00179,1.00121,1.00112,1.00167,1.00345,1.00038,1.00104,1.00296,1.0023,1.0031,1.00133,1.00123,1.0027,1.00091,1.00345,1.00234,1.00224,1.00198,
5939.2,1.00095,1.00227,1.0019,1.00069,1.00235,1.00229,1.00296,1.00177,1.00122,1.00111,1.00168,1.00344,1.00041,1.00103,1.00294,1.00229,1.00311,1.00132,1.00121,1.00271,1.00091,1.00345,1.00233,1.00225,1.00196,
6144,1.00093,1.00226,1.00189,1.00069,1.00229,1.00231,1.00292,1.00178,1.0012,1.00114,1.00169,1.00344,1.00042,1.00103,1.00294,1.00233,1.00311,1.00133,1.00123,1.00269,1.00093,1.0034,1.0023,1.00225,1.00199,
6348.8,1.00096,1.00224,1.00187,1.00071,1.00226,1.00231,1.00291,1.00177,1.00121,1.00112,1.00167,1.00348,1.0004,1.00103,1.00292,1.00229,1.00313,1.00137,1.00123,1.00269,1.00089,1.00343,1.00231,1.00219,1.00198,
6553.6,1.00094,1.00223,1.00187,1.0007,1.00229,1.00228,1.00289,1.00175,1.00118,1.00114,1.00167,1.00342,1.00042,1.00105,1.00289,1.00233,1.00312,1.00134,1.00125,1.00267,1.00089,1.00341,1.00232,1.00222,1.00197,
6963.2,1.00092,1.00221,1.00188,1.00067,1.00229,1.0023,1.00289,1.00175,1.00117,1.00113,1.00169,1.00345,1.00043,1.00105,1.00288,1.00232,1.00307,1.0013,1.00125,1.00266,1.00094,1.00339,1.00232,1.00225,1.00204,
7372.8,1.00095,1.0022,1.00189,1.0007,1.00228,1.00229,1.00291,1.00174,1.00118,1.00113,1.00165,1.00343,1.00045,1.00105,1.00285,1.00226,1.00308,1.00132,1.00128,1.00265,1.00091,1.00336,1.0023,1.00227,1.00206,
7782.4,1.00093,1.00217,1.00191,1.00073,1.00229,1.0023,1.00291,1.00179,1.00122,1.00112,1.00168,1.00344,1.00044,1.00105,1.00286,1.00227,1.00311,1.00132,1.0013,1.00267,1.00092,1.00338,1.0023,1.00228,1.00208,
8192,1.00095,1.00215,1.00195,1.00079,1.00232,1.0023,1.00289,1.00182,1.00124,1.00116,1.00166,1.00344,1.00049,1.00107,1.00287,1.00225,1.0031,1.00134,1.00132,1.00269,1.00093,1.00338,1.00228,1.00232,1.00209,
8601.6,1.00091,1.00214,1.00197,1.00083,1.0023,1.0023,1.00288,1.00188,1.00127,1.00113,1.00167,1.00343,1.0005,1.00109,1.00291,1.00225,1.00312,1.00134,1.00132,1.00271,1.00096,1.00337,1.00228,1.00235,1.00212,
9011.2,1.0009,1.00212,1.00199,1.00091,1.00234,1.00232,1.0029,1.00192,1.00129,1.00116,1.00166,1.00343,1.00058,1.00115,1.00292,1.0023,1.00311,1.00136,1.00137,1.00274,1.00097,1.00335,1.0023,1.00238,1.00216,
9420.8,1.00091,1.00212,1.00205,1.00099,1.00236,1.00231,1.00289,1.00199,1.00132,1.00118,1.00165,1.00344,1.00059,1.00119,1.00298,1.00225,1.00307,1.00138,1.00138,1.00275,1.00095,1.00336,1.0023,1.00241,1.00219,
9830.4,1.00091,1.00213,1.00212,1.00113,1.00244,1.00233,1.0029,1.00209,1.00143,1.00122,1.00168,1.00342,1.00065,1.00122,1.00303,1.00226,1.00308,1.00138,1.00143,1.00278,1.00094,1.00336,1.00231,1.00247,1.00221,
10240,1.00097,1.00214,1.00221,1.00117,1.00245,1.00236,1.00291,1.00218,1.00148,1.00125,1.00168,1.00342,1.00072,1.00123,1.00302,1.00227,1.00305,1.00141,1.00146,1.00279,1.00097,1.00338,1.00231,1.0025,1.00222,
10649.6,1.00093,1.00209,1.00214,1.0011,1.0024,1.00231,1.00288,1.0021,1.00142,1.00121,1.00169,1.00344,1.00066,1.00119,1.00298,1.00225,1.00304,1.00138,1.00141,1.00276,1.00098,1.00333,1.00229,1.00245,1.00219,
11059.2,1.00092,1.00203,1.00203,1.00102,1.00236,1.00229,1.00288,1.002,1.00131,1.00118,1.00168,1.00338,1.0006,1.00117,1.00288,1.00225,1.00302,1.00134,1.00137,1.00268,1.00094,1.00334,1.00223,1.00241,1.00213,
11468.8,1.00092,1.00203,1.00199,1.0009,1.00229,1.00228,1.00284,1.00194,1.00129,1.00115,1.00164,1.00339,1.00056,1.0011,1.00284,1.00222,1.00302,1.00133,1.00136,1.00261,1.00093,1.0033,1.00222,1.00234,1.0021,
11878.4,1.00092,1.002,1.00198,1.00082,1.00229,1.00227,1.00283,1.00183,1.00123,1.00113,1.00168,1.00333,1.00051,1.00106,1.00279,1.00222,1.00302,1.00134,1.00134,1.00255,1.00093,1.00332,1.00224,1.00231,1.00207,
12288,1.00091,1.00199,1.00195,1.00077,1.00231,1.00229,1.00283,1.00177,1.00121,1.00114,1.00165,1.00333,1.00047,1.00103,1.00268,1.00219,1.00301,1.00133,1.00132,1.0025,1.00093,1.00326,1.00218,1.00229,1.00205,
12697.6,1.00089,1.00194,1.00191,1.00072,1.00232,1.0023,1.00281,1.00173,1.00116,1.00112,1.00164,1.00327,1.00043,1.00097,1.00271,1.00219,1.00297,1.00132,1.00126,1.00241,1.00093,1.00325,1.00216,1.00227,1.00202,
13107.2,1.00091,1.00197,1.00187,1.00067,1.00228,1.00228,1.00279,1.0017,1.00116,1.00109,1.00165,1.00324,1.00041,1.00097,1.00267,1.00217,1.00293,1.00132,1.00127,1.0024,1.00092,1.00322,1.00214,1.00221,1.00193,
13926.4,1.00091,1.00191,1.00188,1.00067,1.00225,1.00228,1.00276,1.00168,1.00116,1.00111,1.00164,1.0032,1.00039,1.00094,1.00265,1.00215,1.00289,1.00129,1.00123,1.00231,1.00092,1.00322,1.00215,1.0022,1.00184,
14745.6,1.00091,1.00187,1.00188,1.00066,1.00226,1.00228,1.00275,1.00168,1.00118,1.00109,1.00163,1.00317,1.00037,1.00092,1.00267,1.00217,1.00284,1.00132,1.00122,1.00223,1.00092,1.00316,1.00209,1.00217,1.00182,
15564.8,1.00089,1.00184,1.00189,1.00062,1.00226,1.00226,1.00275,1.00171,1.00118,1.00109,1.00163,1.00314,1.00039,1.00093,1.00265,1.00214,1.00283,1.00133,1.00119,1.00221,1.0009,1.00315,1.00211,1.00216,1.00182,
16384,1.00089,1.00181,1.00189,1.00063,1.00225,1.00225,1.00276,1.0017,1.00116,1.00109,1.00162,1.00312,1.00038,1.00093,1.00266,1.00212,1.00278,1.0013,1.00118,1.00225,1.0009,1.00316,1.00209,1.00217,1.00182,
17203.2,1.00089,1.00183,1.00187,1.00062,1.00227,1.00227,1.00276,1.00169,1.00114,1.0011,1.00161,1.0031,1.0004,1.00093,1.0026,1.00214,1.00277,1.00132,1.00123,1.00225,1.0009,1.00315,1.0021,1.00219,1.00188,
18022.4,1.0009,1.00182,1.0019,1.00068,1.00224,1.00231,1.00278,1.00175,1.00119,1.00111,1.00164,1.00317,1.00045,1.00097,1.00262,1.00214,1.00277,1.00132,1.00128,1.00233,1.00091,1.00315,1.0021,1.0022,1.00196,
18841.6,1.00092,1.00182,1.00195,1.00082,1.00228,1.00232,1.00279,1.00184,1.00124,1.00115,1.00161,1.00318,1.00051,1.00103,1.0027,1.00213,1.0028,1.00135,1.00132,1.00246,1.00094,1.00318,1.00213,1.00229,1.00204,
19660.8,1.00092,1.00184,1.00203,1.00096,1.00234,1.00231,1.00278,1.00195,1.00134,1.00117,1.00161,1.00321,1.00061,1.00109,1.0028,1.00217,1.00281,1.00135,1.00138,1.00254,1.00094,1.00319,1.00211,1.00234,1.00214,
20480,1.00094,1.00184,1.00214,1.00107,1.00238,1.00233,1.00278,1.00209,1.0014,1.00121,1.00165,1.00319,1.00068,1.00114,1.00286,1.00219,1.00286,1.0014,1.00142,1.00258,1.00095,1.00321,1.00214,1.00241,1.00218,
21299.2,1.00091,1.00183,1.00206,1.00095,1.00236,1.00231,1.00275,1.00201,1.00133,1.00117,1.00161,1.00314,1.00059,1.00109,1.0028,1.00217,1.00285,1.00136,1.00138,1.00254,1.00094,1.00319,1.00214,1.00235,1.00211,
22118.4,1.00092,1.00181,1.00198,1.0008,1.00229,1.00231,1.00274,1.00187,1.00125,1.00114,1.00161,1.00314,1.00051,1.00103,1.00271,1.00214,1.0028,1.00133,1.00132,1.00246,1.00091,1.00315,1.00213,1.00227,1.00204,
22937.6,1.00089,1.00179,1.00193,1.00069,1.00227,1.00231,1.00271,1.00177,1.00117,1.0011,1.0016,1.00308,1.00044,1.00098,1.00263,1.0021,1.0028,1.00131,1.00129,1.00235,1.00091,1.00315,1.00209,1.00222,1.00196,
23756.8,1.0009,1.00176,1.00187,1.00064,1.00226,1.00229,1.00269,1.00173,1.00115,1.00111,1.00158,1.00304,1.00041,1.00095,1.0026,1.00211,1.00276,1.00131,1.00123,1.00226,1.00091,1.00313,1.00207,1.00219,1.00186,
24576,1.00091,1.00174,1.00187,1.00063,1.00225,1.00227,1.00266,1.00173,1.00117,1.0011,1.00158,1.00301,1.00038,1.00093,1.0026,1.00211,1.00272,1.0013,1.00121,1.00214,1.00091,1.00308,1.00206,1.00214,1.0018,
25395.2,1.0009,1.00174,1.00189,1.00063,1.00225,1.00227,1.00266,1.00173,1.00117,1.00107,1.00158,1.00301,1.00038,1.00092,1.00261,1.0021,1.00275,1.00131,1.0012,1.0021,1.00089,1.00306,1.00205,1.00211,1.00176,
26214.4,1.00091,1.00172,1.00189,1.00062,1.00228,1.00228,1.00263,1.00174,1.00116,1.00107,1.00159,1.003,1.00038,1.00092,1.00258,1.00212,1.00271,1.00129,1.00119,1.00209,1.00092,1.00306,1.00206,1.00214,1.00176,
27852.8,1.0009,1.00175,1.00189,1.0007,1.00225,1.00228,1.00264,1.00175,1.00115,1.00111,1.0016,1.00301,1.00043,1.00097,1.00259,1.00211,1.00276,1.0013,1.00126,1.00219,1.00092,1.00309,1.00206,1.00221,1.00188,
29491.2,1.00091,1.00177,1.002,1.00087,1.00229,1.0023,1.00268,1.00191,1.00126,1.00114,1.00163,1.00307,1.00054,1.00108,1.00271,1.00211,1.00278,1.00133,1.00135,1.00238,1.00093,1.00311,1.0021,1.00233,1.00201,
31129.6,1.0009,1.00177,1.00208,1.001,1.00234,1.00232,1.00269,1.002,1.00133,1.00119,1.0016,1.00303,1.00061,1.00111,1.00278,1.0021,1.00279,1.00137,1.00137,1.00247,1.00092,1.00314,1.00209,1.00237,1.00204,
32768,1.00091,1.00171,1.00195,1.00076,1.00227,1.00229,1.00267,1.00178,1.00119,1.00112,1.00158,1.003,1.00047,1.00098,1.00262,1.00209,1.00278,1.00131,1.00131,1.00236,1.00091,1.0031,1.00205,1.00225,1.00191,
34406.4,1.0009,1.00167,1.00188,1.00065,1.00225,1.00227,1.00265,1.00171,1.00113,1.00109,1.00158,1.00293,1.0004,1.00091,1.00255,1.00204,1.00275,1.00131,1.00123,1.00221,1.00091,1.00306,1.00206,1.00217,1.00177,
36044.8,1.00088,1.00167,1.00188,1.00063,1.00225,1.00228,1.00268,1.00172,1.00111,1.00107,1.00158,1.0029,1.00037,1.0009,1.00253,1.00203,1.0027,1.00129,1.00118,1.00215,1.0009,1.003,1.00204,1.00214,1.00171,
37683.2,1.0009,1.00167,1.00187,1.00065,1.00226,1.00229,1.00268,1.00175,1.00112,1.00109,1.00157,1.00292,1.0004,1.00093,1.00255,1.00203,1.0027,1.00129,1.00124,1.00221,1.0009,1.00301,1.00203,1.00217,1.00179,
39321.6,1.00091,1.00171,1.00196,1.0008,1.00227,1.0023,1.00273,1.00188,1.00119,1.00116,1.00158,1.00297,1.00048,1.00102,1.00264,1.00206,1.00275,1.00132,1.00133,1.0024,1.00091,1.00303,1.00206,1.0023,1.00192,
40960,1.00091,1.00171,1.00208,1.00098,1.00234,1.00232,1.00275,1.00205,1.0013,1.00118,1.00159,1.003,1.0006,1.00106,1.0028,1.00208,1.00281,1.00136,1.00139,1.00254,1.00093,1.00302,1.00209,1.00236,1.00203,
42598.4,1.0009,1.00166,1.00198,1.00081,1.00231,1.0023,1.00275,1.00189,1.00119,1.00113,1.0016,1.00298,1.0005,1.00096,1.00268,1.00206,1.00282,1.00132,1.00133,1.00238,1.00092,1.00301,1.00207,1.00228,1.00192,
44236.8,1.00089,1.00163,1.00189,1.00065,1.00223,1.00227,1.00271,1.00175,1.0011,1.00108,1.00157,1.00293,1.0004,1.00087,1.00258,1.00205,1.00281,1.0013,1.00125,1.00219,1.00089,1.00297,1.00205,1.00215,1.00177,
45875.2,1.0009,1.00159,1.0019,1.00063,1.00225,1.00225,1.00267,1.0017,1.0011,1.00109,1.00158,1.00288,1.00037,1.00085,1.00257,1.00202,1.00278,1.00129,1.00119,1.0021,1.00089,1.00293,1.00203,1.00212,1.00171,
47513.6,1.0009,1.00158,1.00191,1.00063,1.00223,1.00229,1.00267,1.00171,1.0011,1.00109,1.00158,1.00289,1.0004,1.00088,1.00257,1.00205,1.00276,1.00129,1.00122,1.0021,1.00088,1.00293,1.00203,1.00217,1.00177,
49152,1.0009,1.00163,1.00194,1.00075,1.00226,1.00227,1.00273,1.0018,1.00117,1.00111,1.00158,1.00294,1.00046,1.00095,1.00266,1.00205,1.00277,1.00129,1.0013,1.00225,1.00091,1.00298,1.00205,1.00225,1.0019,
50790.4,1.00092,1.00163,1.00204,1.00096,1.0023,1.00228,1.00276,1.00198,1.00126,1.00117,1.00162,1.00298,1.00058,1.00102,1.0028,1.00208,1.00274,1.00132,1.00136,1.00238,1.00092,1.00297,1.00209,1.00235,1.00199,
52428.8,1.00091,1.00166,1.00201,1.00087,1.0023,1.0023,1.00274,1.00191,1.00123,1.00114,1.00161,1.00299,1.00053,1.00099,1.00276,1.00207,1.00272,1.00132,1.00134,1.0023,1.00091,1.00295,1.00205,1.0023,1.00193,
55705.6,1.00089,1.00163,1.0019,1.00062,1.00224,1.00227,1.00264,1.0017,1.0011,1.0011,1.00158,1.00288,1.00039,1.00089,1.00262,1.00201,1.00269,1.00127,1.00122,1.002,1.00091,1.00287,1.00201,1.00214,1.00169,
58982.4,1.00089,1.00166,1.00193,1.00073,1.00225,1.00228,1.00264,1.00178,1.00114,1.00112,1.00159,1.00292,1.00043,1.00095,1.00266,1.00201,1.00268,1.00128,1.00128,1.00208,1.00089,1.00289,1.002,1.00219,1.00181,
62259.2,1.0009,1.0017,1.00201,1.00087,1.00227,1.00228,1.00264,1.00189,1.00121,1.00114,1.0016,1.00298,1.00054,1.00101,1.00273,1.00203,1.00265,1.00132,1.00133,1.00221,1.00091,1.00292,1.00201,1.00228,1.00193,
65536,1.00089,1.00168,1.0019,1.00064,1.00225,1.00226,1.00261,1.00167,1.00109,1.0011,1.0016,1.0029,1.0004,1.00089,1.00256,1.002,1.0026,1.00128,1.00122,1.00197,1.0009,1.00285,1.00199,1.00216,1.00172,
68812.8,1.00089,1.00168,1.00193,1.00068,1.00224,1.00227,1.00262,1.00172,1.00111,1.00111,1.00159,1.00293,1.00042,1.00092,1.00254,1.00201,1.00263,1.00129,1.00126,1.00202,1.0009,1.00284,1.00202,1.0022,1.00178,
72089.6,1.00089,1.00169,1.002,1.00087,1.00228,1.00227,1.00274,1.00193,1.0012,1.00114,1.00159,1.00301,1.00054,1.00101,1.00268,1.00203,1.00266,1.00133,1.00135,1.00212,1.00093,1.00286,1.00205,1.00231,1.00192,
75366.4,1.00087,1.00164,1.00191,1.00066,1.00223,1.00225,1.00269,1.00175,1.00111,1.0011,1.00158,1.00295,1.0004,1.00088,1.00253,1.00199,1.00263,1.00129,1.00123,1.00183,1.0009,1.00281,1.00206,1.00217,1.0017,
78643.2,1.00089,1.00163,1.00191,1.00066,1.00225,1.00226,1.00263,1.00176,1.00109,1.00111,1.00159,1.00296,1.00041,1.0009,1.00256,1.00199,1.00259,1.00129,1.00125,1.00181,1.00089,1.00279,1.00207,1.00218,1.00169,
81920,1.0009,1.00166,1.002,1.00088,1.00228,1.00227,1.00265,1.00191,1.0012,1.00115,1.00159,1.003,1.00053,1.001,1.00269,1.00199,1.0026,1.00133,1.00136,1.00198,1.00091,1.00285,1.0021,1.0023,1.00187,
85196.8,1.00088,1.00162,1.00191,1.00069,1.00222,1.00227,1.00262,1.00175,1.0011,1.00109,1.00156,1.00295,1.00041,1.0009,1.00257,1.00195,1.00255,1.00129,1.00125,1.0018,1.00089,1.00282,1.00205,1.00219,1.00168,
88473.6,1.00088,1.00163,1.00189,1.00065,1.00224,1.00226,1.00261,1.00169,1.00107,1.00109,1.00155,1.00289,1.00039,1.00089,1.00255,1.00196,1.00254,1.00129,1.00122,1.00179,1.0009,1.00286,1.00202,1.00216,1.00166,
91750.4,1.00091,1.0017,1.002,1.00087,1.00225,1.00229,1.00272,1.00186,1.00119,1.00112,1.00158,1.00296,1.00053,1.00101,1.00271,1.00203,1.00258,1.00133,1.00133,1.00203,1.0009,1.0029,1.00201,1.00231,1.00187,
95027.2,1.00088,1.00171,1.00191,1.0007,1.00224,1.00225,1.00268,1.00171,1.0011,1.00109,1.00156,1.0029,1.00043,1.00093,1.0026,1.00197,1.00252,1.00129,1.00125,1.00188,1.00089,1.00286,1.002,1.00221,1.00175,
98304,1.00089,1.00171,1.00189,1.00063,1.00221,1.00224,1.00265,1.00164,1.00107,1.00107,1.00154,1.00283,1.00038,1.00087,1.00255,1.00194,1.00251,1.00128,1.00121,1.00173,1.00088,1.00282,1.00198,1.00215,1.00162,
101581,1.0009,1.00176,1.00198,1.00083,1.00226,1.00228,1.00264,1.00186,1.00119,1.00113,1.00156,1.00289,1.00051,1.00098,1.00266,1.00196,1.0026,1.00132,1.00132,1.00199,1.00089,1.00284,1.00204,1.00228,1.00185,
104858,1.00089,1.00168,1.00192,1.00071,1.00224,1.00226,1.00262,1.00178,1.00112,1.00111,1.00155,1.00288,1.00045,1.00092,1.00261,1.00193,1.00256,1.0013,1.00127,1.00189,1.00088,1.0028,1.00203,1.00221,1.00177,
111411,1.00089,1.00161,1.00194,1.00073,1.00225,1.00225,1.00265,1.00179,1.00114,1.0011,1.00154,1.00286,1.00046,1.00092,1.0026,1.00193,1.00252,1.00129,1.00127,1.00178,1.00088,1.0028,1.00198,1.00221,1.00178,
117965,1.00089,1.00163,1.00191,1.00067,1.00222,1.00224,1.00263,1.00174,1.0011,1.00109,1.00154,1.00279,1.00042,1.0009,1.00256,1.0019,1.00245,1.00129,1.00124,1.00166,1.00088,1.00278,1.00194,1.00218,1.00177,
124518,1.00088,1.00176,1.00195,1.00073,1.00223,1.00224,1.00262,1.00176,1.00115,1.0011,1.00156,1.00284,1.00045,1.00091,1.00257,1.00192,1.00245,1.0013,1.00127,1.0017,1.00088,1.0028,1.00195,1.00222,1.00185,
131072,1.00088,1.00172,1.00193,1.00071,1.00223,1.00225,1.00256,1.00174,1.00114,1.0011,1.00156,1.00279,1.00044,1.00091,1.00255,1.00191,1.00242,1.00129,1.00126,1.00171,1.00087,1.00281,1.00193,1.00222,1.00182,
137626,1.00088,1.00168,1.00192,1.00067,1.00221,1.00223,1.00258,1.0017,1.00113,1.0011,1.00155,1.00279,1.00042,1.0009,1.00256,1.00189,1.00244,1.0013,1.00124,1.00174,1.00086,1.0028,1.00194,1.00217,1.00181,
144179,1.00088,1.00164,1.00194,1.00074,1.00222,1.00224,1.0026,1.00176,1.00115,1.0011,1.00156,1.00283,1.00047,1.00093,1.0026,1.00188,1.00249,1.00128,1.00127,1.00182,1.00087,1.00283,1.00195,1.00219,1.00187,
150733,1.00087,1.00159,1.00191,1.00068,1.00221,1.00222,1.00259,1.00173,1.00112,1.0011,1.00154,1.00283,1.00043,1.00091,1.00257,1.00184,1.00249,1.00128,1.00124,1.00176,1.00086,1.00281,1.00193,1.00217,1.0018,
157286,1.00088,1.0016,1.00191,1.00068,1.0022,1.00221,1.00257,1.00176,1.00112,1.00109,1.00152,1.00282,1.00042,1.00091,1.00255,1.00184,1.00249,1.00127,1.00123,1.0017,1.00086,1.00279,1.00196,1.00214,1.0018,
163840,1.00088,1.00162,1.00194,1.00075,1.00221,1.00221,1.00262,1.0018,1.00113,1.00109,1.00151,1.0028,1.00046,1.00093,1.00259,1.00183,1.00247,1.00128,1.00126,1.00175,1.00086,1.00279,1.00193,1.00219,1.00185,
170394,1.00087,1.00163,1.0019,1.00069,1.0022,1.00219,1.00259,1.00173,1.00109,1.00108,1.0015,1.00281,1.00042,1.00091,1.00257,1.00182,1.00245,1.00126,1.00122,1.00175,1.00085,1.00277,1.0019,1.00214,1.00177,
176947,1.00087,1.00161,1.00192,1.00073,1.00218,1.00219,1.00252,1.00176,1.00111,1.00109,1.00149,1.00281,1.00044,1.0009,1.00251,1.00183,1.00245,1.00127,1.00123,1.00189,1.00085,1.00281,1.00192,1.00216,1.00181,
183501,1.00087,1.00161,1.00193,1.00074,1.00219,1.0022,1.00253,1.00177,1.00112,1.00109,1.0015,1.0028,1.00045,1.00088,1.00254,1.00185,1.00248,1.00127,1.00125,1.0021,1.00085,1.00285,1.00194,1.00216,1.00188,
190054,1.00087,1.00156,1.00189,1.00068,1.00214,1.00218,1.00254,1.00173,1.00109,1.00107,1.00147,1.00277,1.00041,1.00083,1.0025,1.00184,1.00251,1.00127,1.00121,1.00208,1.00085,1.00281,1.00194,1.00211,1.00183,
196608,1.00087,1.00153,1.00191,1.00073,1.00216,1.00218,1.00251,1.00179,1.0011,1.00108,1.00147,1.00278,1.00045,1.00084,1.00254,1.00183,1.00254,1.00127,1.00124,1.00209,1.00084,1.00277,1.00195,1.00214,1.00183,
203162,1.00086,1.00152,1.00191,1.00073,1.00216,1.00218,1.0025,1.00178,1.00109,1.00108,1.00148,1.0028,1.00045,1.00083,1.00255,1.00184,1.00254,1.00127,1.00123,1.00211,1.00084,1.00276,1.00192,1.00214,1.0018,
209715,1.00085,1.00153,1.00188,1.00069,1.00215,1.00216,1.00252,1.0017,1.00107,1.00108,1.00147,1.00279,1.00041,1.00081,1.00256,1.00182,1.00247,1.00126,1.0012,1.00203,1.00083,1.00274,1.00191,1.0021,1.00173,
222822,1.00085,1.0016,1.0019,1.00071,1.00215,1.00215,1.00251,1.00173,1.00107,1.00108,1.00145,1.0028,1.00043,1.00085,1.00255,1.0018,1.00244,1.00126,1.00122,1.0021,1.00083,1.00267,1.00189,1.00212,1.0017,
235930,1.00085,1.00164,1.0019,1.00071,1.00214,1.00212,1.00249,1.00174,1.00108,1.00107,1.00144,1.00275,1.00044,1.00087,1.00252,1.00177,1.0025,1.00125,1.00121,1.00219,1.00081,1.00262,1.00189,1.00211,1.00169,
249037,1.00083,1.00162,1.00189,1.0007,1.00213,1.00212,1.00247,1.00169,1.00106,1.00106,1.0014,1.00278,1.00043,1.00086,1.00249,1.00176,1.00253,1.00124,1.00119,1.00216,1.00081,1.00255,1.00188,1.00208,1.00166,
262144,1.00083,1.00164,1.00188,1.00069,1.0021,1.0021,1.00248,1.00168,1.00103,1.00105,1.0014,1.00276,1.00042,1.00085,1.00251,1.00177,1.0025,1.00123,1.00118,1.00203,1.0008,1.00254,1.00182,1.00206,1.00164,
275251,1.00083,1.0016,1.00187,1.00068,1.00209,1.00208,1.00246,1.00169,1.00105,1.00105,1.0014,1.00271,1.00042,1.00085,1.00251,1.00177,1.00247,1.00122,1.00118,1.00209,1.00079,1.00255,1.00181,1.00204,1.0016,
288358,1.00082,1.00164,1.00187,1.00067,1.00207,1.00207,1.00249,1.00165,1.00104,1.00105,1.00138,1.00264,1.00042,1.00082,1.0025,1.00171,1.00246,1.00123,1.00117,1.00203,1.00078,1.00254,1.00181,1.00203,1.00161,
301466,1.00082,1.0016,1.00186,1.00066,1.00206,1.00205,1.00245,1.00165,1.00103,1.00102,1.00137,1.0026,1.00041,1.00079,1.0025,1.00173,1.00244,1.0012,1.00115,1.00187,1.00077,1.00254,1.00181,1.00202,1.00162,
314573,1.00081,1.00159,1.00185,1.00065,1.00205,1.00203,1.00249,1.00161,1.001,1.00101,1.00133,1.00259,1.0004,1.00079,1.00249,1.00177,1.00234,1.0012,1.00114,1.00172,1.00076,1.00254,1.00176,1.00201,1.00166,
327680,1.0008,1.00157,1.00184,1.00065,1.00204,1.00201,1.00247,1.0016,1.001,1.00102,1.00131,1.00263,1.00041,1.00078,1.00242,1.00178,1.0023,1.0012,1.00113,1.00166,1.00075,1.00253,1.00179,1.00201,1.00168,
340787,1.0008,1.00156,1.00183,1.00065,1.00201,1.00199,1.00239,1.00161,1.00099,1.001,1.00133,1.00265,1.0004,1.00077,1.00239,1.00176,1.00235,1.00119,1.00112,1.00163,1.00074,1.00252,1.00177,1.00197,1.00167,
353894,1.00079,1.00159,1.00182,1.00063,1.002,1.00196,1.00235,1.00162,1.00098,1.001,1.00132,1.00268,1.0004,1.00074,1.00237,1.00177,1.00232,1.00117,1.00111,1.00157,1.00073,1.00254,1.00174,1.00195,1.00167,
